wo_id,machine_id,component,wo_type,failure_code,description,open_date,close_date,smu_at_wo,downtime_hours,parts_cost,labour_cost
WO0001851,HT-008,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2025-09-24,2025-10-03,16036.2,50.4,4567.29,5221.92
WO0001841,HT-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-09-26,2025-09-27,15906.8,3.4,271.76,299.54
WO0001850,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-10-14,2025-10-15,16036.2,3.5,242.92,177.92
WO0001834,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-05,2025-11-06,16256.6,4.9,757.6,229.49
WO0001835,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-29,2025-12-30,16764.0,2.2,775.7,153.15
WO0001852,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-02,2026-02-03,17073.2,3.6,266.72,392.45
WO0001836,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-19,2026-02-20,17248.5,3.4,678.31,310.11
WO0001837,HT-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-20,2026-04-21,17809.5,4.1,684.18,257.81
WO0001859,HT-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-05-03,2026-05-04,18055.4,3.7,715.83,120.14
WO0001842,HT-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-05-08,2026-05-09,18003.6,5.1,845.91,147.31
WO0001853,HT-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-06-04,2026-06-05,18212.7,2.1,512.51,372.49
WO0001889,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-02-13,2023-02-14,1338.6,4.2,719.01,153.23
WO0001861,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-23,2023-02-24,1236.8,3.8,178.63,291.66
WO0001862,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-21,2023-04-22,1826.9,2.3,709.39,275.92
WO0001890,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-05-27,2023-05-28,2423.0,5.4,270.77,142.92
WO0001863,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-06-04,2023-06-05,2293.8,3.4,287.61,354.8
WO0001903,HT-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-07-05,2023-07-06,2774.9,3.9,869.48,329.65
WO0001884,HT-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-17,2023-07-18,2789.4,5.9,230.29,268.42
WO0001864,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-25,2023-07-26,2833.0,4.6,543.31,245.47
WO0001865,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-16,2023-09-17,3389.9,5.5,870.74,279.09
WO0001891,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-09-20,2023-09-21,3644.9,2.8,623.24,265.45
WO0001904,HT-009,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-10-14,2023-10-15,4564.9,47.6,33208.7,8889.94
WO0001866,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-08,2023-11-09,3941.6,2.4,382.27,309.58
WO0001867,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-23,2023-12-24,4409.9,5.0,316.64,315.45
WO0001892,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-27,2023-12-28,4673.5,2.2,201.78,223.2
WO0001868,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-14,2024-02-15,4970.9,5.2,873.06,134.71
WO0001905,HT-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-03-21,2024-03-22,5509.9,4.7,375.42,362.14
WO0001894,HT-009,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2024-04-08,2024-04-13,5778.3,74.2,17847.18,3372.24
WO0001893,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-04-11,2024-04-12,5778.3,5.3,246.39,220.16
WO0001869,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-12,2024-04-13,5578.6,2.5,421.5,386.4
WO0001885,HT-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-04-12,2024-04-13,5624.4,3.0,723.3,187.65
WO0001906,HT-009,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2024-06-17,2024-06-28,6454.9,88.7,25199.97,7852.99
WO0001870,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-19,2024-06-20,6290.1,4.9,739.95,126.32
WO0001871,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-15,2024-08-16,6893.5,4.6,775.61,214.49
WO0001895,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-29,2024-08-30,7252.8,3.8,820.13,374.83
WO0001872,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-20,2024-10-21,7581.2,2.0,554.12,176.76
WO0001907,HT-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-11-05,2024-11-06,7905.9,3.0,603.05,285.93
WO0001873,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-06,2024-12-07,8076.4,4.1,491.8,354.47
WO0001896,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-12-09,2024-12-10,8327.4,5.1,498.66,377.93
WO0001886,HT-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-01-07,2025-01-08,8459.5,5.0,688.93,218.37
WO0001874,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-24,2025-01-25,8591.9,4.9,547.55,282.33
WO0001875,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-22,2025-03-23,9192.5,2.6,651.83,132.25
WO0001897,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-03-29,2025-03-30,9475.6,3.9,174.09,227.52
WO0001876,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-19,2025-05-20,9801.4,2.9,844.59,140.79
WO0001898,HT-009,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2025-06-05,2025-06-08,10388.7,84.3,27487.6,1111.24
WO0001877,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-27,2025-07-28,10524.4,3.6,273.18,245.57
WO0001908,HT-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-07-31,2025-08-01,10725.7,4.1,521.11,232.98
WO0001899,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-19,2025-08-20,10977.0,3.2,475.82,165.45
WO0001878,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-13,2025-09-14,11029.5,4.1,848.86,100.59
WO0001887,HT-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-10-04,2025-10-05,11294.5,2.1,577.5,245.0
WO0001879,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-30,2025-10-31,11520.3,2.6,496.12,137.6
WO0001901,HT-009,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2025-11-18,2025-11-21,12016.2,40.9,15017.83,4990.01
WO0001900,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-26,2025-11-27,12016.2,2.6,435.92,374.08
WO0001880,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-19,2025-12-20,12046.9,3.1,639.54,260.06
WO0001912,HT-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2026-01-30,2026-02-01,,17.8,1369.92,993.46
WO0001881,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-24,2026-02-25,12747.1,6.0,639.09,323.7
WO0001902,HT-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-03-26,2026-03-27,13282.3,5.6,507.26,100.66
WO0001882,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-23,2026-04-24,13361.1,5.8,491.34,386.42
WO0001909,HT-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-04-27,2026-04-28,13560.7,3.3,554.97,337.25
WO0001910,HT-009,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2026-05-01,2026-05-04,13560.7,60.3,13224.09,8409.48
WO0001911,HT-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2026-05-08,2026-05-10,,19.5,1532.55,644.63
WO0001888,HT-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-06-11,2026-06-12,13923.7,5.2,789.66,143.23
WO0001883,HT-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-20,2026-06-21,13968.0,5.6,801.75,256.03
WO0001940,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-02-21,2023-02-22,5708.2,4.3,288.56,394.92
WO0001913,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-13,2023-03-14,5711.6,4.7,459.37,288.86
WO0001932,HT-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-21,2023-04-22,6034.3,4.8,222.49,338.6
WO0001914,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-19,2023-05-20,6274.1,3.5,497.61,162.78
WO0001915,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-26,2023-07-27,6846.6,3.0,810.27,243.5
WO0001941,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-06,2023-08-07,7108.2,4.9,508.76,213.61
WO0001950,HT-010,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-08-11,2023-08-21,7532.5,103.6,25318.03,2860.63
WO0001916,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-22,2023-09-23,7337.4,2.6,388.98,356.48
WO0001949,HT-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-10-03,2023-10-04,7532.5,4.9,323.13,349.67
WO0001917,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-12,2023-12-13,8017.3,2.7,429.02,348.96
WO0001942,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-24,2023-12-25,8282.9,5.0,868.73,117.31
WO0001934,HT-010,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2024-01-01,2024-01-07,8305.6,86.0,41746.64,5468.92
WO0001933,HT-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-01-16,2024-01-17,8305.6,5.1,639.17,299.94
WO0001918,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-06,2024-03-07,8736.4,4.5,280.34,373.15
WO0001935,HT-010,HYDRAULIC,CM,HYD-WTR,Water contamination,2024-04-01,2024-04-08,9062.7,114.5,44195.64,7728.45
WO0001943,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-05-18,2024-05-19,9511.1,2.9,836.67,234.93
WO0001919,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-02,2024-06-03,9478.6,3.0,893.86,192.16
WO0001951,HT-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-06-29,2024-06-30,9803.8,5.2,734.85,131.87
WO0001920,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-14,2024-08-15,10089.3,2.8,865.96,138.79
WO0001936,HT-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-10-12,2024-10-13,10576.9,5.1,830.07,121.55
WO0001956,HT-010,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-10-20,2024-10-22,,16.9,2771.4,807.57
WO0001921,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-27,2024-10-28,10713.9,5.3,794.01,300.48
WO0001944,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-11-01,2024-11-02,10919.0,3.1,248.46,343.25
WO0001922,HT-010,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2024-11-26,2024-11-27,11021.5,22.1,4317.13,4762.03
WO0001923,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-06,2025-01-07,11304.9,5.8,834.98,257.01
WO0001924,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-23,2025-03-24,11950.9,2.8,820.04,311.58
WO0001952,HT-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-03-26,2025-03-27,12075.1,4.9,259.53,214.77
WO0001945,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-04-29,2025-04-30,12418.1,4.2,835.51,209.98
WO0001925,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-28,2025-05-29,12507.1,5.6,172.39,198.99
WO0001937,HT-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-07-09,2025-07-10,12848.2,3.5,536.89,252.51
WO0001938,HT-010,HYDRAULIC,CM,HYD-WTR,Water contamination,2025-07-13,2025-07-25,13605.3,91.1,42326.88,1121.2
WO0001926,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-28,2025-07-29,13012.5,3.5,668.4,328.11
WO0001946,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-29,2025-08-30,13445.1,5.1,775.05,360.7
WO0001927,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-13,2025-10-14,13666.2,3.5,841.04,386.79
WO0001954,HT-010,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-12-04,2025-12-06,,7.9,324.66,796.04
WO0001955,HT-010,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-12-04,2025-12-06,,7.4,629.08,1176.49
WO0001953,HT-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-12-21,2025-12-22,14346.4,3.2,710.48,145.25
WO0001929,HT-010,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2026-01-01,2026-01-12,14366.3,41.3,16517.92,2706.85
WO0001928,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-01-04,2026-01-05,14366.3,3.4,535.24,309.29
WO0001947,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-17,2026-02-18,14891.4,4.6,504.43,185.62
WO0001930,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-26,2026-03-27,15043.5,5.7,308.26,389.18
WO0001939,HT-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-03-28,2026-03-29,15057.3,3.7,831.36,197.24
WO0001931,HT-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-02,2026-06-03,15612.7,2.3,621.5,112.22
WO0001948,HT-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-06-23,2026-06-24,15954.7,4.6,449.34,108.65
WO0001957,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-01-29,2023-01-30,5240.5,4.0,288.27,241.74
WO0001989,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-01,2023-03-02,5466.9,5.5,682.16,206.01
WO0002002,HT-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-03-08,2023-03-09,5581.9,3.8,772.53,178.92
WO0001958,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-11,2023-03-12,5736.8,3.5,735.57,276.35
WO0002008,HT-011,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-04-08,2023-04-10,,16.4,2928.46,572.71
WO0001959,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-23,2023-04-24,6247.4,2.7,301.16,286.94
WO0001990,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-05-23,2023-05-24,6460.1,5.9,453.59,113.14
WO0001960,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-06-09,2023-06-10,6815.7,3.1,495.08,147.22
WO0001982,HT-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-28,2023-07-29,7358.5,4.5,798.3,124.96
WO0001961,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-10,2023-08-11,7547.1,3.2,824.91,249.6
WO0001991,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-09-13,2023-09-14,7809.1,2.4,258.75,140.04
WO0001962,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-07,2023-10-08,8247.9,5.7,831.59,321.34
WO0002003,HT-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-10-28,2023-10-29,8365.4,2.6,422.17,333.78
WO0001963,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-22,2023-11-23,8788.8,5.8,591.71,204.08
WO0001964,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-06,2024-01-07,9325.1,2.9,294.37,294.07
WO0001992,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-01-17,2024-01-18,9314.4,3.4,533.37,248.5
WO0001965,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-22,2024-02-23,9892.6,2.3,728.03,235.24
WO0001983,HT-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-02-26,2024-02-27,9901.8,5.7,853.78,377.49
WO0001993,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-04-17,2024-04-18,10403.4,2.1,224.28,273.94
WO0001966,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-20,2024-04-21,10582.6,2.5,825.3,396.92
WO0001984,HT-011,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2024-04-28,2024-05-10,10935.9,40.7,12468.32,5284.88
WO0001967,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-03,2024-06-04,11106.1,2.7,484.11,169.08
WO0002004,HT-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-06-10,2024-06-11,11068.4,2.7,248.95,159.49
WO0001968,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-31,2024-08-01,11803.2,5.8,340.45,189.1
WO0001985,HT-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-08-17,2024-08-18,11971.6,4.7,467.74,299.25
WO0001994,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-26,2024-08-27,11965.4,4.7,682.62,288.08
WO0001969,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-02,2024-10-03,12553.6,5.6,640.51,348.37
WO0002010,HT-011,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-11-18,2024-11-20,,4.1,199.92,764.09
WO0001970,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-24,2024-11-25,13190.3,3.4,444.53,317.53
WO0001995,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-11-26,2024-11-27,13064.7,2.5,799.77,102.39
WO0002005,HT-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-01-22,2025-01-23,13772.7,3.5,172.57,319.79
WO0001971,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-27,2025-01-28,13946.5,5.3,404.73,387.48
WO0001986,HT-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-02-04,2025-02-05,14006.0,5.6,493.18,258.84
WO0001996,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-19,2025-02-20,14078.0,5.6,892.28,285.9
WO0001972,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-11,2025-03-12,14469.4,5.0,697.72,315.03
WO0001973,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-22,2025-04-23,14965.6,3.2,628.45,397.24
WO0001997,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-05-22,2025-05-23,15177.3,5.1,350.31,373.13
WO0001974,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-22,2025-06-23,15698.5,4.7,234.81,366.2
WO0001987,HT-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-07-24,2025-07-25,16039.4,4.8,291.58,172.13
WO0001975,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-24,2025-08-25,16449.9,4.7,233.04,395.52
WO0001998,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-09-06,2025-09-07,16452.8,4.3,240.09,309.63
WO0002006,HT-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-21,2025-09-22,16656.5,2.0,455.77,143.4
WO0001976,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-05,2025-10-06,16952.2,5.0,168.81,365.69
WO0001977,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-28,2025-11-29,17594.1,3.3,349.89,260.99
WO0001999,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-01-01,2026-01-02,17848.8,2.8,858.37,199.16
WO0001978,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-01-12,2026-01-13,18132.2,4.3,728.59,194.36
WO0002009,HT-011,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2026-01-15,2026-01-17,,9.1,519.37,1006.65
WO0002007,HT-011,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-03-06,2026-03-07,18642.1,4.8,524.36,195.03
WO0001979,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-07,2026-03-08,18777.2,2.3,772.16,312.76
WO0001988,HT-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-03-18,2026-03-19,18866.8,5.4,162.49,337.24
WO0002000,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-04-06,2026-04-07,18985.5,4.1,329.21,284.09
WO0001980,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-07,2026-05-08,19499.1,3.2,435.36,163.95
WO0001981,HT-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-21,2026-06-22,20044.0,2.6,410.5,128.05
WO0002001,HT-011,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-06-28,2026-06-29,19983.8,4.6,785.07,324.61
WO0002011,HT-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-08,2023-02-09,5146.7,4.8,482.15,339.54
WO0002044,HT-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-04,2023-03-05,5499.6,5.6,868.25,183.09
WO0002012,HT-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-30,2023-03-31,5679.7,5.0,282.95,356.07
WO0002036,HT-012,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-02,2023-04-03,5858.7,4.0,560.01,169.01
WO0002046,HT-012,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2023-05-15,2023-05-25,6713.8,88.6,37348.45,5698.64
WO0002013,HT-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-25,2023-05-26,6295.7,3.6,431.2,240.6
WO0002045,HT-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-06-24,2023-06-25,6713.8,6.0,237.89,389.53
WO0002057,HT-012,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-07-12,2023-07-13,6739.9,4.7,680.07,208.61
WO0002014,HT-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-01,2023-08-02,7027.0,4.9,596.54,250.92
WO0002015,HT-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-02,2023-10-03,7703.4,4.8,726.52,191.97
WO0002047,HT-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-10-15,2023-10-16,7939.4,3.3,540.07,373.02
WO0002016,HT-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-11,2023-12-12,8463.6,4.9,829.43,379.25
WO0002037,HT-012,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-12-15,2023-12-16,8654.1,2.5,893.35,253.78
WO0002058,HT-012,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-01-08,2024-01-09,8695.6,5.0,185.84,229.11
WO0002038,HT-012,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2024-01-17,2024-01-19,9631.9,90.6,34883.16,4497.99
WO0002017,HT-012,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-28,2024-01-29,8986.1,4.6,582.74,103.47
WO0002048,HT-012,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-05,2024-02-06,9170.3,2.4,480.02,239.18
